,country,year,sex,age,suicides_no,population,suicides_per_100k_pop,country_year,HDI_for_year,gdp_for_year,gdp_per_capita,generation
2038,Romania,2013,female,15-24 years,22,1124343,1.96,Romania2013,0.791,191549024911,10080,Millenials
2039,Romania,2013,male,5-14 years,8,1096591,0.73,Romania2013,0.791,191549024911,10080,Generation Z
2040,Romania,2013,female,5-14 years,6,1038632,0.58,Romania2013,0.791,191549024911,10080,Generation Z
2041,Romania,2014,male,55-74 years,644,2061013,31.25,Romania2014,0.793,199493490983,10526,Boomers
2042,Romania,2014,male,75+ years,172,572374,30.05,Romania2014,0.793,199493490983,10526,Silent
2043,Romania,2014,male,35-54 years,705,2917749,24.16,Romania2014,0.793,199493490983,10526,Generation X
2044,Romania,2014,male,25-34 years,230,1430960,16.07,Romania2014,0.793,199493490983,10526,Millenials
2045,Romania,2014,male,15-24 years,125,1158355,10.79,Romania2014,0.793,199493490983,10526,Millenials
2046,Romania,2014,female,75+ years,58,976072,5.94,Romania2014,0.793,199493490983,10526,Silent
2047,Romania,2014,female,55-74 years,138,2470673,5.59,Romania2014,0.793,199493490983,10526,Boomers
2048,Romania,2014,female,35-54 years,91,2812215,3.24,Romania2014,0.793,199493490983,10526,Generation X
2049,Romania,2014,female,25-34 years,18,1335635,1.35,Romania2014,0.793,199493490983,10526,Millenials
2050,Romania,2014,female,15-24 years,14,1087344,1.29,Romania2014,0.793,199493490983,10526,Millenials
2051,Romania,2014,male,5-14 years,11,1094389,1.01,Romania2014,0.793,199493490983,10526,Generation Z
2052,Romania,2014,female,5-14 years,3,1035456,0.29,Romania2014,0.793,199493490983,10526,Generation Z
2053,Saint Lucia,2012,male,75+ years,1,2977,33.59,Saint Lucia2012,0.73,1436803333,8764,Silent
2054,Saint Lucia,2012,male,35-54 years,4,23432,17.07,Saint Lucia2012,0.73,1436803333,8764,Generation X
2055,Saint Lucia,2012,male,55-74 years,1,10788,9.27,Saint Lucia2012,0.73,1436803333,8764,Boomers
2056,Saint Lucia,2012,male,25-34 years,1,13446,7.44,Saint Lucia2012,0.73,1436803333,8764,Millenials
2057,Saint Lucia,2012,male,5-14 years,1,13592,7.36,Saint Lucia2012,0.73,1436803333,8764,Generation Z
2058,Saint Lucia,2012,male,15-24 years,1,16016,6.24,Saint Lucia2012,0.73,1436803333,8764,Millenials
2059,Saint Lucia,2012,female,35-54 years,1,24624,4.06,Saint Lucia2012,0.73,1436803333,8764,Generation X
2060,Saint Lucia,2012,female,15-24 years,0,16001,0.0,Saint Lucia2012,0.73,1436803333,8764,Millenials
2061,Saint Lucia,2012,female,25-34 years,0,14085,0.0,Saint Lucia2012,0.73,1436803333,8764,Millenials
2062,Saint Lucia,2012,female,5-14 years,0,13460,0.0,Saint Lucia2012,0.73,1436803333,8764,Generation Z
2063,Saint Lucia,2012,female,55-74 years,0,11502,0.0,Saint Lucia2012,0.73,1436803333,8764,Boomers
2064,Saint Lucia,2012,female,75+ years,0,4017,0.0,Saint Lucia2012,0.73,1436803333,8764,Silent
2065,Saint Lucia,2013,male,75+ years,1,3037,32.93,Saint Lucia2013,0.729,1489928889,9041,Silent
2066,Saint Lucia,2013,male,25-34 years,3,13451,22.3,Saint Lucia2013,0.729,1489928889,9041,Millenials
2067,Saint Lucia,2013,male,55-74 years,2,11088,18.04,Saint Lucia2013,0.729,1489928889,9041,Boomers
2068,Saint Lucia,2013,male,35-54 years,4,23758,16.84,Saint Lucia2013,0.729,1489928889,9041,Generation X
2069,Saint Lucia,2013,male,15-24 years,2,16184,12.36,Saint Lucia2013,0.729,1489928889,9041,Millenials
2070,Saint Lucia,2013,male,5-14 years,1,13116,7.62,Saint Lucia2013,0.729,1489928889,9041,Generation Z
2071,Saint Lucia,2013,female,35-54 years,1,24949,4.01,Saint Lucia2013,0.729,1489928889,9041,Generation X
2072,Saint Lucia,2013,female,15-24 years,0,16134,0.0,Saint Lucia2013,0.729,1489928889,9041,Millenials
2073,Saint Lucia,2013,female,25-34 years,0,14124,0.0,Saint Lucia2013,0.729,1489928889,9041,Millenials
2074,Saint Lucia,2013,female,5-14 years,0,12956,0.0,Saint Lucia2013,0.729,1489928889,9041,Generation Z
2075,Saint Lucia,2013,female,55-74 years,0,11907,0.0,Saint Lucia2013,0.729,1489928889,9041,Boomers
2076,Saint Lucia,2013,female,75+ years,0,4086,0.0,Saint Lucia2013,0.729,1489928889,9041,Silent
2077,Saint Lucia,2014,male,55-74 years,3,11439,26.23,Saint Lucia2014,0.729,1551921037,9372,Boomers
2078,Saint Lucia,2014,male,25-34 years,3,13477,22.26,Saint Lucia2014,0.729,1551921037,9372,Millenials
2079,Saint Lucia,2014,male,35-54 years,4,24066,16.62,Saint Lucia2014,0.729,1551921037,9372,Generation X
2080,Saint Lucia,2014,female,25-34 years,2,14165,14.12,Saint Lucia2014,0.729,1551921037,9372,Millenials
2081,Saint Lucia,2014,female,15-24 years,1,16194,6.18,Saint Lucia2014,0.729,1551921037,9372,Millenials
2082,Saint Lucia,2014,male,15-24 years,1,16267,6.15,Saint Lucia2014,0.729,1551921037,9372,Millenials
2083,Saint Lucia,2014,female,35-54 years,0,25264,0.0,Saint Lucia2014,0.729,1551921037,9372,Generation X
2084,Saint Lucia,2014,female,5-14 years,0,12464,0.0,Saint Lucia2014,0.729,1551921037,9372,Generation Z
2085,Saint Lucia,2014,female,55-74 years,0,12366,0.0,Saint Lucia2014,0.729,1551921037,9372,Boomers
2086,Saint Lucia,2014,female,75+ years,0,4163,0.0,Saint Lucia2014,0.729,1551921037,9372,Silent
2087,Saint Lucia,2014,male,5-14 years,0,12649,0.0,Saint Lucia2014,0.729,1551921037,9372,Generation Z
2088,Saint Lucia,2014,male,75+ years,0,3082,0.0,Saint Lucia2014,0.729,1551921037,9372,Silent
2089,Saint Vincent and Grenadines,2012,male,25-34 years,2,8898,22.48,Saint Vincent and Grenadines2012,0.715,692933741,6918,Millenials
2090,Saint Vincent and Grenadines,2012,male,15-24 years,2,10078,19.85,Saint Vincent and Grenadines2012,0.715,692933741,6918,Millenials
2091,Saint Vincent and Grenadines,2012,male,55-74 years,1,6126,16.32,Saint Vincent and Grenadines2012,0.715,692933741,6918,Boomers
2092,Saint Vincent and Grenadines,2012,female,35-54 years,2,13558,14.75,Saint Vincent and Grenadines2012,0.715,692933741,6918,Generation X
2093,Saint Vincent and Grenadines,2012,male,35-54 years,2,14545,13.75,Saint Vincent and Grenadines2012,0.715,692933741,6918,Generation X
2094,Saint Vincent and Grenadines,2012,female,15-24 years,1,9859,10.14,Saint Vincent and Grenadines2012,0.715,692933741,6918,Millenials
2095,Saint Vincent and Grenadines,2012,female,25-34 years,0,8700,0.0,Saint Vincent and Grenadines2012,0.715,692933741,6918,Millenials
2096,Saint Vincent and Grenadines,2012,female,5-14 years,0,9355,0.0,Saint Vincent and Grenadines2012,0.715,692933741,6918,Generation Z
2097,Saint Vincent and Grenadines,2012,female,55-74 years,0,6253,0.0,Saint Vincent and Grenadines2012,0.715,692933741,6918,Boomers
2098,Saint Vincent and Grenadines,2012,female,75+ years,0,1881,0.0,Saint Vincent and Grenadines2012,0.715,692933741,6918,Silent
2099,Saint Vincent and Grenadines,2012,male,5-14 years,0,9568,0.0,Saint Vincent and Grenadines2012,0.715,692933741,6918,Generation Z
2100,Saint Vincent and Grenadines,2012,male,75+ years,0,1346,0.0,Saint Vincent and Grenadines2012,0.715,692933741,6918,Silent
2101,Saint Vincent and Grenadines,2013,female,15-24 years,0,9748,0.0,Saint Vincent and Grenadines2013,0.717,721207148,7183,Millenials
2102,Saint Vincent and Grenadines,2013,female,25-34 years,0,8694,0.0,Saint Vincent and Grenadines2013,0.717,721207148,7183,Millenials
2103,Saint Vincent and Grenadines,2013,female,35-54 years,0,13666,0.0,Saint Vincent and Grenadines2013,0.717,721207148,7183,Generation X
2104,Saint Vincent and Grenadines,2013,female,5-14 years,0,9231,0.0,Saint Vincent and Grenadines2013,0.717,721207148,7183,Generation Z
2105,Saint Vincent and Grenadines,2013,female,55-74 years,0,6444,0.0,Saint Vincent and Grenadines2013,0.717,721207148,7183,Boomers
2106,Saint Vincent and Grenadines,2013,female,75+ years,0,1948,0.0,Saint Vincent and Grenadines2013,0.717,721207148,7183,Silent
2107,Saint Vincent and Grenadines,2013,male,15-24 years,0,9986,0.0,Saint Vincent and Grenadines2013,0.717,721207148,7183,Millenials
2108,Saint Vincent and Grenadines,2013,male,25-34 years,0,8863,0.0,Saint Vincent and Grenadines2013,0.717,721207148,7183,Millenials
2109,Saint Vincent and Grenadines,2013,male,35-54 years,0,14602,0.0,Saint Vincent and Grenadines2013,0.717,721207148,7183,Generation X
2110,Saint Vincent and Grenadines,2013,male,5-14 years,0,9440,0.0,Saint Vincent and Grenadines2013,0.717,721207148,7183,Generation Z
2111,Saint Vincent and Grenadines,2013,male,55-74 years,0,6377,0.0,Saint Vincent and Grenadines2013,0.717,721207148,7183,Boomers
2112,Saint Vincent and Grenadines,2013,male,75+ years,0,1399,0.0,Saint Vincent and Grenadines2013,0.717,721207148,7183,Silent
2113,Saint Vincent and Grenadines,2014,male,75+ years,1,1440,69.44,Saint Vincent and Grenadines2014,0.72,725185185,7203,Silent
2114,Saint Vincent and Grenadines,2014,male,25-34 years,1,8817,11.34,Saint Vincent and Grenadines2014,0.72,725185185,7203,Millenials
2115,Saint Vincent and Grenadines,2014,female,15-24 years,0,9636,0.0,Saint Vincent and Grenadines2014,0.72,725185185,7203,Millenials
2116,Saint Vincent and Grenadines,2014,female,25-34 years,0,8665,0.0,Saint Vincent and Grenadines2014,0.72,725185185,7203,Millenials
2117,Saint Vincent and Grenadines,2014,female,35-54 years,0,13751,0.0,Saint Vincent and Grenadines2014,0.72,725185185,7203,Generation X
2118,Saint Vincent and Grenadines,2014,female,5-14 years,0,9144,0.0,Saint Vincent and Grenadines2014,0.72,725185185,7203,Generation Z
2119,Saint Vincent and Grenadines,2014,female,55-74 years,0,6689,0.0,Saint Vincent and Grenadines2014,0.72,725185185,7203,Boomers
2120,Saint Vincent and Grenadines,2014,female,75+ years,0,1991,0.0,Saint Vincent and Grenadines2014,0.72,725185185,7203,Silent
2121,Saint Vincent and Grenadines,2014,male,15-24 years,0,9888,0.0,Saint Vincent and Grenadines2014,0.72,725185185,7203,Millenials
2122,Saint Vincent and Grenadines,2014,male,35-54 years,0,14629,0.0,Saint Vincent and Grenadines2014,0.72,725185185,7203,Generation X
2123,Saint Vincent and Grenadines,2014,male,5-14 years,0,9346,0.0,Saint Vincent and Grenadines2014,0.72,725185185,7203,Generation Z
2124,Saint Vincent and Grenadines,2014,male,55-74 years,0,6680,0.0,Saint Vincent and Grenadines2014,0.72,725185185,7203,Boomers
2125,Serbia,2012,male,75+ years,199,220812,90.12,Serbia2012,0.762,40742313861,5933,Silent
2126,Serbia,2012,male,55-74 years,342,850478,40.21,Serbia2012,0.762,40742313861,5933,Boomers
2127,Serbia,2012,male,35-54 years,272,977855,27.82,Serbia2012,0.762,40742313861,5933,Generation X
2128,Serbia,2012,female,75+ years,85,338375,25.12,Serbia2012,0.762,40742313861,5933,Silent
2129,Serbia,2012,male,25-34 years,85,496790,17.11,Serbia2012,0.762,40742313861,5933,Millenials
2130,Serbia,2012,female,55-74 years,128,970977,13.18,Serbia2012,0.762,40742313861,5933,Boomers
2131,Serbia,2012,male,15-24 years,33,429268,7.69,Serbia2012,0.762,40742313861,5933,Millenials
2132,Serbia,2012,female,35-54 years,72,993068,7.25,Serbia2012,0.762,40742313861,5933,Generation X
2133,Serbia,2012,female,25-34 years,17,479177,3.55,Serbia2012,0.762,40742313861,5933,Millenials
2134,Serbia,2012,female,15-24 years,9,408327,2.2,Serbia2012,0.762,40742313861,5933,Millenials
2135,Serbia,2012,male,5-14 years,1,359823,0.28,Serbia2012,0.762,40742313861,5933,Generation Z
2136,Serbia,2012,female,5-14 years,0,342224,0.0,Serbia2012,0.762,40742313861,5933,Generation Z
2137,Serbia,2013,male,75+ years,185,222998,82.96,Serbia2013,0.771,45519650911,6662,Silent
2138,Serbia,2013,male,55-74 years,338,849852,39.77,Serbia2013,0.771,45519650911,6662,Boomers
2139,Serbia,2013,male,35-54 years,275,974469,28.22,Serbia2013,0.771,45519650911,6662,Generation X
2140,Serbia,2013,female,75+ years,62,345109,17.97,Serbia2013,0.771,45519650911,6662,Silent
2141,Serbia,2013,male,25-34 years,73,493013,14.81,Serbia2013,0.771,45519650911,6662,Millenials
2142,Serbia,2013,female,55-74 years,126,972962,12.95,Serbia2013,0.771,45519650911,6662,Boomers
2143,Serbia,2013,female,35-54 years,82,987642,8.3,Serbia2013,0.771,45519650911,6662,Generation X
2144,Serbia,2013,male,15-24 years,29,419407,6.91,Serbia2013,0.771,45519650911,6662,Millenials
2145,Serbia,2013,female,25-34 years,24,474010,5.06,Serbia2013,0.771,45519650911,6662,Millenials
2146,Serbia,2013,female,15-24 years,2,397223,0.5,Serbia2013,0.771,45519650911,6662,Millenials
2147,Serbia,2013,male,5-14 years,1,358022,0.28,Serbia2013,0.771,45519650911,6662,Generation Z
2148,Serbia,2013,female,5-14 years,0,338133,0.0,Serbia2013,0.771,45519650911,6662,Generation Z
2149,Serbia,2014,male,75+ years,190,226079,84.04,Serbia2014,0.771,44210806366,6500,Silent
2150,Serbia,2014,male,55-74 years,343,851225,40.29,Serbia2014,0.771,44210806366,6500,Boomers
2151,Serbia,2014,female,75+ years,86,349278,24.62,Serbia2014,0.771,44210806366,6500,Silent
2152,Serbia,2014,male,35-54 years,219,971340,22.55,Serbia2014,0.771,44210806366,6500,Generation X
2153,Serbia,2014,male,25-34 years,73,487583,14.97,Serbia2014,0.771,44210806366,6500,Millenials
2154,Serbia,2014,female,55-74 years,103,974430,10.57,Serbia2014,0.771,44210806366,6500,Boomers
2155,Serbia,2014,male,15-24 years,32,409374,7.82,Serbia2014,0.771,44210806366,6500,Millenials
2156,Serbia,2014,female,35-54 years,63,982170,6.41,Serbia2014,0.771,44210806366,6500,Generation X
2157,Serbia,2014,female,25-34 years,21,468482,4.48,Serbia2014,0.771,44210806366,6500,Millenials
2158,Serbia,2014,female,15-24 years,4,387401,1.03,Serbia2014,0.771,44210806366,6500,Millenials
2159,Serbia,2014,female,5-14 years,0,337165,0.0,Serbia2014,0.771,44210806366,6500,Generation Z
2160,Serbia,2014,male,5-14 years,0,357283,0.0,Serbia2014,0.771,44210806366,6500,Generation Z
2161,Seychelles,2012,male,55-74 years,1,5437,18.39,Seychelles2012,0.761,1059498884,13044,Boomers
2162,Seychelles,2012,male,35-54 years,2,13234,15.11,Seychelles2012,0.761,1059498884,13044,Generation X
2163,Seychelles,2012,female,15-24 years,0,6357,0.0,Seychelles2012,0.761,1059498884,13044,Millenials
2164,Seychelles,2012,female,25-34 years,0,7211,0.0,Seychelles2012,0.761,1059498884,13044,Millenials
2165,Seychelles,2012,female,35-54 years,0,13691,0.0,Seychelles2012,0.761,1059498884,13044,Generation X
2166,Seychelles,2012,female,5-14 years,0,6244,0.0,Seychelles2012,0.761,1059498884,13044,Generation Z
2167,Seychelles,2012,female,55-74 years,0,5936,0.0,Seychelles2012,0.761,1059498884,13044,Boomers
2168,Seychelles,2012,female,75+ years,0,2014,0.0,Seychelles2012,0.761,1059498884,13044,Silent
2169,Seychelles,2012,male,15-24 years,0,7038,0.0,Seychelles2012,0.761,1059498884,13044,Millenials
2170,Seychelles,2012,male,25-34 years,0,6724,0.0,Seychelles2012,0.761,1059498884,13044,Millenials
2171,Seychelles,2012,male,5-14 years,0,6366,0.0,Seychelles2012,0.761,1059498884,13044,Generation Z
2172,Seychelles,2012,male,75+ years,0,972,0.0,Seychelles2012,0.761,1059498884,13044,Silent
2173,Seychelles,2013,male,55-74 years,4,5827,68.65,Seychelles2013,0.767,1328091524,16090,Boomers
2174,Seychelles,2013,male,25-34 years,3,7360,40.76,Seychelles2013,0.767,1328091524,16090,Millenials
2175,Seychelles,2013,male,15-24 years,1,6804,14.7,Seychelles2013,0.767,1328091524,16090,Millenials
2176,Seychelles,2013,male,35-54 years,1,13718,7.29,Seychelles2013,0.767,1328091524,16090,Generation X
2177,Seychelles,2013,female,15-24 years,0,6031,0.0,Seychelles2013,0.767,1328091524,16090,Millenials
2178,Seychelles,2013,female,25-34 years,0,7154,0.0,Seychelles2013,0.767,1328091524,16090,Millenials
2179,Seychelles,2013,female,35-54 years,0,14010,0.0,Seychelles2013,0.767,1328091524,16090,Generation X
2180,Seychelles,2013,female,5-14 years,0,6167,0.0,Seychelles2013,0.767,1328091524,16090,Generation Z
2181,Seychelles,2013,female,55-74 years,0,6147,0.0,Seychelles2013,0.767,1328091524,16090,Boomers
2182,Seychelles,2013,female,75+ years,0,2074,0.0,Seychelles2013,0.767,1328091524,16090,Silent
2183,Seychelles,2013,male,5-14 years,0,6310,0.0,Seychelles2013,0.767,1328091524,16090,Generation Z
2184,Seychelles,2013,male,75+ years,0,939,0.0,Seychelles2013,0.767,1328091524,16090,Silent
2185,Seychelles,2014,male,15-24 years,1,6391,15.65,Seychelles2014,0.772,1342997306,16018,Millenials
2186,Seychelles,2014,female,25-34 years,1,7345,13.61,Seychelles2014,0.772,1342997306,16018,Millenials
2187,Seychelles,2014,male,35-54 years,1,14001,7.14,Seychelles2014,0.772,1342997306,16018,Generation X
2188,Seychelles,2014,female,35-54 years,1,14431,6.93,Seychelles2014,0.772,1342997306,16018,Generation X
2189,Seychelles,2014,female,15-24 years,0,5813,0.0,Seychelles2014,0.772,1342997306,16018,Millenials
2190,Seychelles,2014,female,5-14 years,0,6229,0.0,Seychelles2014,0.772,1342997306,16018,Generation Z
2191,Seychelles,2014,female,55-74 years,0,6507,0.0,Seychelles2014,0.772,1342997306,16018,Boomers
2192,Seychelles,2014,female,75+ years,0,2096,0.0,Seychelles2014,0.772,1342997306,16018,Silent
2193,Seychelles,2014,male,25-34 years,0,7704,0.0,Seychelles2014,0.772,1342997306,16018,Millenials
2194,Seychelles,2014,male,5-14 years,0,6123,0.0,Seychelles2014,0.772,1342997306,16018,Generation Z
2195,Seychelles,2014,male,55-74 years,0,6245,0.0,Seychelles2014,0.772,1342997306,16018,Boomers
2196,Seychelles,2014,male,75+ years,0,960,0.0,Seychelles2014,0.772,1342997306,16018,Silent
2197,Singapore,2012,male,75+ years,21,58300,36.02,Singapore2012,0.905,290673681684,80040,Silent
2198,Singapore,2012,male,55-74 years,91,352500,25.82,Singapore2012,0.905,290673681684,80040,Boomers
2199,Singapore,2012,female,75+ years,15,87100,17.22,Singapore2012,0.905,290673681684,80040,Silent
2200,Singapore,2012,male,35-54 years,89,621200,14.33,Singapore2012,0.905,290673681684,80040,Generation X
2201,Singapore,2012,female,35-54 years,66,632900,10.43,Singapore2012,0.905,290673681684,80040,Generation X
2202,Singapore,2012,female,55-74 years,35,366600,9.55,Singapore2012,0.905,290673681684,80040,Boomers
2203,Singapore,2012,male,25-34 years,22,263800,8.34,Singapore2012,0.905,290673681684,80040,Millenials
2204,Singapore,2012,male,15-24 years,19,264800,7.18,Singapore2012,0.905,290673681684,80040,Millenials
2205,Singapore,2012,female,15-24 years,17,258600,6.57,Singapore2012,0.905,290673681684,80040,Millenials
2206,Singapore,2012,female,25-34 years,15,286200,5.24,Singapore2012,0.905,290673681684,80040,Millenials
2207,Singapore,2012,female,5-14 years,1,214900,0.47,Singapore2012,0.905,290673681684,80040,Generation Z
2208,Singapore,2012,male,5-14 years,1,224700,0.45,Singapore2012,0.905,290673681684,80040,Generation Z
2209,Singapore,2013,male,75+ years,25,61658,40.55,Singapore2013,0.909,304454327499,83151,Silent
2210,Singapore,2013,male,55-74 years,84,370242,22.69,Singapore2013,0.909,304454327499,83151,Boomers
2211,Singapore,2013,female,75+ years,14,91216,15.35,Singapore2013,0.909,304454327499,83151,Silent
2212,Singapore,2013,male,35-54 years,77,616200,12.5,Singapore2013,0.909,304454327499,83151,Generation X
2213,Singapore,2013,male,15-24 years,30,264023,11.36,Singapore2013,0.909,304454327499,83151,Millenials
2214,Singapore,2013,male,25-34 years,29,265275,10.93,Singapore2013,0.909,304454327499,83151,Millenials
2215,Singapore,2013,female,55-74 years,30,384544,7.8,Singapore2013,0.909,304454327499,83151,Boomers
2216,Singapore,2013,female,35-54 years,40,631208,6.34,Singapore2013,0.909,304454327499,83151,Generation X
2217,Singapore,2013,female,15-24 years,15,257932,5.82,Singapore2013,0.909,304454327499,83151,Millenials
2218,Singapore,2013,female,25-34 years,13,287210,4.53,Singapore2013,0.909,304454327499,83151,Millenials
2219,Singapore,2013,female,5-14 years,0,211362,0.0,Singapore2013,0.909,304454327499,83151,Generation Z
2220,Singapore,2013,male,5-14 years,0,220586,0.0,Singapore2013,0.909,304454327499,83151,Generation Z
2221,Singapore,2014,male,75+ years,29,66198,43.81,Singapore2014,0.912,311539499645,84442,Silent
2222,Singapore,2014,male,55-74 years,97,387256,25.05,Singapore2014,0.912,311539499645,84442,Boomers
2223,Singapore,2014,male,35-54 years,73,611207,11.94,Singapore2014,0.912,311539499645,84442,Generation X
2224,Singapore,2014,male,25-34 years,30,268258,11.18,Singapore2014,0.912,311539499645,84442,Millenials
2225,Singapore,2014,female,75+ years,10,97390,10.27,Singapore2014,0.912,311539499645,84442,Silent
2226,Singapore,2014,female,55-74 years,34,400651,8.49,Singapore2014,0.912,311539499645,84442,Boomers
2227,Singapore,2014,male,15-24 years,20,259416,7.71,Singapore2014,0.912,311539499645,84442,Millenials
2228,Singapore,2014,female,35-54 years,46,630881,7.29,Singapore2014,0.912,311539499645,84442,Generation X
2229,Singapore,2014,female,25-34 years,9,289688,3.11,Singapore2014,0.912,311539499645,84442,Millenials
2230,Singapore,2014,female,15-24 years,5,251839,1.99,Singapore2014,0.912,311539499645,84442,Millenials
2231,Singapore,2014,female,5-14 years,1,209039,0.48,Singapore2014,0.912,311539499645,84442,Generation Z
2232,Singapore,2014,male,5-14 years,1,217547,0.46,Singapore2014,0.912,311539499645,84442,Generation Z
2233,Slovakia,2012,male,75+ years,33,96276,34.28,Slovakia2012,0.836,93413992956,18256,Silent
2234,Slovakia,2012,male,55-74 years,144,507498,28.37,Slovakia2012,0.836,93413992956,18256,Boomers
2235,Slovakia,2012,male,35-54 years,205,782988,26.18,Slovakia2012,0.836,93413992956,18256,Generation X
2236,Slovakia,2012,male,25-34 years,74,454459,16.28,Slovakia2012,0.836,93413992956,18256,Millenials
2237,Slovakia,2012,male,15-24 years,41,365970,11.2,Slovakia2012,0.836,93413992956,18256,Millenials
2238,Slovakia,2012,female,55-74 years,31,617279,5.02,Slovakia2012,0.836,93413992956,18256,Boomers
2239,Slovakia,2012,female,35-54 years,30,771132,3.89,Slovakia2012,0.836,93413992956,18256,Generation X
2240,Slovakia,2012,female,75+ years,3,197258,1.52,Slovakia2012,0.836,93413992956,18256,Silent
2241,Slovakia,2012,female,25-34 years,5,432608,1.16,Slovakia2012,0.836,93413992956,18256,Millenials
2242,Slovakia,2012,female,15-24 years,3,350538,0.86,Slovakia2012,0.836,93413992956,18256,Millenials
2243,Slovakia,2012,male,5-14 years,2,277738,0.72,Slovakia2012,0.836,93413992956,18256,Generation Z
2244,Slovakia,2012,female,5-14 years,0,263178,0.0,Slovakia2012,0.836,93413992956,18256,Generation Z
2245,Slovakia,2013,male,75+ years,39,97542,39.98,Slovakia2013,0.84,98478349315,19226,Silent
2246,Slovakia,2013,male,55-74 years,170,522244,32.55,Slovakia2013,0.84,98478349315,19226,Boomers
2247,Slovakia,2013,male,35-54 years,206,789882,26.08,Slovakia2013,0.84,98478349315,19226,Generation X
2248,Slovakia,2013,male,25-34 years,78,447049,17.45,Slovakia2013,0.84,98478349315,19226,Millenials
2249,Slovakia,2013,male,15-24 years,39,354722,10.99,Slovakia2013,0.84,98478349315,19226,Millenials
2250,Slovakia,2013,female,55-74 years,27,631225,4.28,Slovakia2013,0.84,98478349315,19226,Boomers
2251,Slovakia,2013,female,35-54 years,32,775058,4.13,Slovakia2013,0.84,98478349315,19226,Generation X
2252,Slovakia,2013,female,75+ years,7,199984,3.5,Slovakia2013,0.84,98478349315,19226,Silent
2253,Slovakia,2013,female,15-24 years,10,339096,2.95,Slovakia2013,0.84,98478349315,19226,Millenials
2254,Slovakia,2013,female,25-34 years,7,426184,1.64,Slovakia2013,0.84,98478349315,19226,Millenials
2255,Slovakia,2013,male,5-14 years,1,276853,0.36,Slovakia2013,0.84,98478349315,19226,Generation Z
2256,Slovakia,2013,female,5-14 years,0,262370,0.0,Slovakia2013,0.84,98478349315,19226,Generation Z
2257,Slovakia,2014,male,75+ years,41,99184,41.34,Slovakia2014,0.844,100948236941,19679,Silent
2258,Slovakia,2014,male,55-74 years,163,535001,30.47,Slovakia2014,0.844,100948236941,19679,Boomers
2259,Slovakia,2014,male,35-54 years,177,797994,22.18,Slovakia2014,0.844,100948236941,19679,Generation X
2260,Slovakia,2014,male,25-34 years,60,439688,13.65,Slovakia2014,0.844,100948236941,19679,Millenials
2261,Slovakia,2014,male,15-24 years,30,342989,8.75,Slovakia2014,0.844,100948236941,19679,Millenials
2262,Slovakia,2014,female,55-74 years,34,642640,5.29,Slovakia2014,0.844,100948236941,19679,Boomers
2263,Slovakia,2014,female,75+ years,7,203433,3.44,Slovakia2014,0.844,100948236941,19679,Silent
2264,Slovakia,2014,female,25-34 years,13,419408,3.1,Slovakia2014,0.844,100948236941,19679,Millenials
2265,Slovakia,2014,female,35-54 years,24,780755,3.07,Slovakia2014,0.844,100948236941,19679,Generation X
2266,Slovakia,2014,female,15-24 years,5,327505,1.53,Slovakia2014,0.844,100948236941,19679,Millenials
2267,Slovakia,2014,female,5-14 years,0,263111,0.0,Slovakia2014,0.844,100948236941,19679,Generation Z
2268,Slovakia,2014,male,5-14 years,0,277978,0.0,Slovakia2014,0.844,100948236941,19679,Generation Z
2269,Slovenia,2012,male,75+ years,60,55583,107.95,Slovenia2012,0.878,46352802766,23820,Silent
2270,Slovenia,2012,male,55-74 years,118,227915,51.77,Slovenia2012,0.878,46352802766,23820,Boomers
2271,Slovenia,2012,male,35-54 years,134,313295,42.77,Slovenia2012,0.878,46352802766,23820,Generation X
2272,Slovenia,2012,male,25-34 years,28,155339,18.03,Slovenia2012,0.878,46352802766,23820,Millenials
2273,Slovenia,2012,male,15-24 years,20,113220,17.66,Slovenia2012,0.878,46352802766,23820,Millenials
2274,Slovenia,2012,female,55-74 years,38,242411,15.68,Slovenia2012,0.878,46352802766,23820,Boomers
2275,Slovenia,2012,female,75+ years,12,108527,11.06,Slovenia2012,0.878,46352802766,23820,Silent
2276,Slovenia,2012,female,35-54 years,19,296768,6.4,Slovenia2012,0.878,46352802766,23820,Generation X
2277,Slovenia,2012,female,25-34 years,9,141197,6.37,Slovenia2012,0.878,46352802766,23820,Millenials
2278,Slovenia,2012,female,5-14 years,1,89873,1.11,Slovenia2012,0.878,46352802766,23820,Generation Z
2279,Slovenia,2012,female,15-24 years,1,106474,0.94,Slovenia2012,0.878,46352802766,23820,Millenials
2280,Slovenia,2012,male,5-14 years,0,95386,0.0,Slovenia2012,0.878,46352802766,23820,Generation Z
2281,Slovenia,2013,male,75+ years,57,57600,98.96,Slovenia2013,0.878,48116256926,24697,Silent
2282,Slovenia,2013,male,55-74 years,121,231859,52.19,Slovenia2013,0.878,48116256926,24697,Boomers
2283,Slovenia,2013,male,35-54 years,122,314098,38.84,Slovenia2013,0.878,48116256926,24697,Generation X
2284,Slovenia,2013,male,25-34 years,36,153170,23.5,Slovenia2013,0.878,48116256926,24697,Millenials
2285,Slovenia,2013,male,15-24 years,23,108938,21.11,Slovenia2013,0.878,48116256926,24697,Millenials
2286,Slovenia,2013,female,75+ years,20,110100,18.17,Slovenia2013,0.878,48116256926,24697,Silent
